m.missiontype	m.startyear	m.platform	m.missionnumber	f.serialnumber	c.catchsampleid	specimenid	individualproducttype	individualweight	individualvolume	lengthresolution	length	fat	fatpercent	sex	maturationstage	specialstage	eggstage	moultingstage	spawningfrequency	stomachfillfield	stomachfilllab	digestion	liver	liverparasite	gillworms	swollengills	fungusheart	fungusspores	fungusouter	blackspot	vertebraecount	agingstructureread	agingstructureweight	age	spawningage	spawningzones	readability	otolithtype	otolithedge	otolithcentre	calibration	growthzone1	growthzone2	growthzone3	growthzone4	growthzone5	growthzone6	growthzone7	growthzone8	growthzone9	growthzonestotal	coastalannuli	oceanicannuli	blindreading	readingdate	agereader	preferredagereading	tagid	tagtype	gonadweight	liverweight	stomachweight	diameter	mantlelength	carapacelength	headlength	snouttoendoftail	snouttoendsqueezed	snouttoanalfin	snouttodorsalfin	forklength	snouttoboneknob	lengthwithouthead	carapacewidth	rightclawwidth	rightclawlength	rightclawheight	meroswidth	meroslength	japanesecut	abdomenwidth	tissuesamplenumber	morphologytype	individualcomment	cond
4	2020	1019	9	2220	7	13	1			7	0.0098																																																																										
4	2020	1019	9	2220	7	14	1			7	0.0165																																																																										
4	2020	1019	9	2220	7	15	1			7	0.0165																																																																										
4	2020	1019	9	2220	7	16	1			7	0.022																																																																										
4	2020	1019	9	2220	7	17	1			7	0.0238																																																																										
4	2020	1019	9	2220	7	18	1			7	0.0191																																																																										
4	2020	1019	9	2220	7	19	1			7	0.0166																																																																										
4	2020	1019	9	2220	7	20	1			7	0.0196																																																																										
4	2020	1019	9	2220	7	21	1			7	0.0203																																																																										
4	2020	1019	9	2220	7	22	1			7	0.0203																																																																										
4	2020	1019	9	2220	7	23	1			7	0.0226																																																																										
4	2020	1019	9	2220	7	24	1			7	0.0208																																																																										
4	2020	1019	9	2220	7	25	1			7	0.0229																																																																										
4	2020	1019	9	2220	7	26	1			7	0.0195																																																																										
4	2020	1019	9	2220	7	27	1			7	0.0117																																																																										
4	2020	1019	9	2220	7	28	1			7	0.015																																																																										
4	2020	1019	9	2220	7	29	1			7	0.0208																																																																										
4	2020	1019	9	2220	7	30	1			7	0.0185																																																																										
4	2020	1019	9	2220	7	31	1			7	0.0211																																																																										
4	2020	1019	9	2220	7	32	1			7	0.0225																																																																										
4	2020	1019	9	2220	7	33	1			7	0.0192																																																																										
4	2020	1019	9	2220	7	34	1			7	0.0204																																																																										
4	2020	1019	9	2220	7	35	1			7	0.0171																																																																										
4	2020	1019	9	2220	7	36	1			7	0.02																																																																										
4	2020	1019	9	2220	7	37	1			7	0.0198																																																																										
4	2020	1019	9	2220	7	38	1			7	0.0207																																																																										
4	2020	1019	9	2220	7	39	1			7	0.0142																																																																										
4	2020	1019	9	2220	7	40	1			7	0.0197																																																																										
4	2020	1019	9	2220	7	41	1			7	0.0204																																																																										
4	2020	1019	9	2220	7	42	1			7	0.0234																																																																										
4	2020	1019	9	2220	7	43	1			7	0.0222																																																																										
4	2020	1019	9	2220	7	44	1			7	0.02																																																																										
4	2020	1019	9	2220	7	45	1			7	0.0215																																																																										
4	2020	1019	9	2220	7	46	1			7	0.0236																																																																										
4	2020	1019	9	2220	7	47	1			7	0.0206																																																																										
4	2020	1019	9	2220	7	48	1			7	0.0145																																																																										
4	2020	1019	9	2220	7	49	1			7	0.0183																																																																										
4	2020	1019	9	2220	7	50	1			7	0.0231																																																																										
4	2020	1019	9	2220	7	51	1			7	0.0197																																																																										
4	2020	1019	9	2220	7	52	1			7	0.0214																																																																										
4	2020	1019	9	2220	7	53	1			7	0.0188																																																																										
4	2020	1019	9	2220	7	54	1			7	0.0203																																																																										
4	2020	1019	9	2220	7	55	1			7	0.018																																																																										
4	2020	1019	9	2220	7	56	1			7	0.02																																																																										
4	2020	1019	9	2220	7	57	1			7	0.0164																																																																										
4	2020	1019	9	2220	7	58	1			7	0.0192																																																																										
4	2020	1019	9	2220	7	59	1			7	0.0192																																																																										
4	2020	1019	9	2220	7	60	1			7	0.0205																																																																										
4	2020	1019	9	2220	7	61	1			7	0.0231																																																																										
4	2020	1019	9	2220	7	62	1			7	0.0208																																																																										
4	2020	1019	9	2220	7	63	1			7	0.0181																																																																										
4	2020	1019	9	2220	7	64	1			7	0.0182																																																																										
4	2020	1019	9	2220	7	65	1			7	0.0184																																																																										
4	2020	1019	9	2220	7	66	1			7	0.0175																																																																										
4	2020	1019	9	2220	7	67	1			7	0.0187																																																																										
4	2020	1019	9	2220	7	68	1			7	0.017																																																																										
4	2020	1019	9	2220	7	69	1			7	0.0183																																																																										
4	2020	1019	9	2220	7	70	1			7	0.0209																																																																										
4	2020	1019	9	2220	7	71	1			7	0.0203																																																																										
4	2020	1019	9	2220	7	72	1			7	0.0168																																																																										
4	2020	1019	9	2220	7	73	1			7	0.0188																																																																										
4	2020	1019	9	2220	7	74	1			7	0.0184																																																																										
4	2020	1019	9	2220	7	75	1			7	0.0217																																																																										
4	2020	1019	9	2220	7	76	1			7	0.0212																																																																										
4	2020	1019	9	2220	7	77	1			7	0.0177																																																																										
4	2020	1019	9	2220	7	78	1			7	0.0195																																																																										
4	2020	1019	9	2220	7	79	1			7	0.0221																																																																										
4	2020	1019	9	2220	7	80	1			7	0.0219																																																																										
4	2020	1019	9	2220	7	81	1			7	0.0207																																																																										
4	2020	1019	9	2220	7	82	1			7	0.0237																																																																										
4	2020	1019	9	2220	7	83	1			7	0.0182																																																																										
4	2020	1019	9	2220	7	84	1			7	0.0209																																																																										
4	2020	1019	9	2220	7	85	1			7	0.02																																																																										
4	2020	1019	9	2220	7	86	1			7	0.02																																																																										
4	2020	1019	9	2220	7	87	1			7	0.0215																																																																										
4	2020	1019	9	2220	7	88	1			7	0.02																																																																										
4	2020	1019	9	2220	7	89	1			7	0.0193																																																																										
4	2020	1019	9	2220	7	90	1			7	0.0223																																																																										
4	2020	1019	9	2220	7	91	1			7	0.0204																																																																										
4	2020	1019	9	2220	7	92	1			7	0.0228																																																																										
4	2020	1019	9	2220	7	93	1			7	0.0168																																																																										
4	2020	1019	9	2220	7	94	1			7	0.0209																																																																										
4	2020	1019	9	2220	7	95	1			7	0.0196																																																																										
4	2020	1019	9	2220	7	96	1			7	0.0209																																																																										
4	2020	1019	9	2220	7	97	1			7	0.0248																																																																										
4	2020	1019	9	2220	7	98	1			7	0.0191																																																																										
4	2020	1019	9	2220	7	99	1			7	0.0178																																																																										
4	2020	1019	9	2220	8	1	1			7	0.0228																																																																										
4	2020	1019	9	2220	8	2	1			7	0.0153																																																																										
4	2020	1019	9	2220	8	3	1			7	0.0189																																																																										
4	2020	1019	9	2220	8	4	1			7	0.0147																																																																										
4	2020	1019	9	2220	8	5	1			7	0.0112																																																																										
4	2020	1019	9	2220	8	6	1			7	0.0145																																																																										
4	2020	1019	9	2220	8	7	1			7	0.0129																																																																										
4	2020	1019	9	2220	8	8	1			7	0.0159																																																																										
4	2020	1019	9	2220	8	9	1			7	0.0143																																																																										
4	2020	1019	9	2220	8	10	1			7	0.0108																																																																										
4	2020	1019	9	2220	8	11	1			7	0.0138																																																																										
4	2020	1019	9	2220	8	12	1			7	0.0122																																																																										
4	2020	1019	9	2220	8	13	1			7	0.0095																																																																										
4	2020	1019	9	2220	8	14	1			7	0.0115																																																																										
4	2020	1019	9	2220	8	15	1			7	0.0099																																																																										
4	2020	1019	9	2220	8	16	1			7	0.0081																																																																										
4	2020	1019	9	2220	8	17	1			7	0.0092																																																																										
4	2020	1019	9	2220	18	1	1	3.83		3	0.82			1																				7			5	5	3																		1				0.124																								0.6820825333222027
4	2020	1019	9	2220	18	2	1	2.7		3	0.66			2																				6			1	5	3																		1				0.0615																								0.9181186897936231
4	2020	1019	9	2220	18	3	1	0.64		2	0.405			1																				4			1	5	3																		1				0.032																								0.9457952634961128
4	2020	1019	9	2220	18	4	1	0.86		2	0.47			1																				4			1	5	3																		1				0.033																								0.8152541396291572
4	2020	1019	9	2220	18	5	1	0.91		3	0.51			1																				5			6	5	3																		1				0.0245																								0.6662231280091002
4	2020	1019	9	2220	18	6	1	0.55		2	0.365			1																				3			1	5	3																		1				0.021																								1.108129864005392
4	2020	1019	9	2220	18	7	1	1.14		3	0.56			1																				5			1	5	3																		1				0.0135																								0.6320617479972583
4	2020	1019	9	2220	18	8	1	3.04		3	0.7			2																				6			1	4	3																		1				0.124																								0.8675734093030839
4	2020	1019	9	2220	18	9	1			2	0.425																																																																										
4	2020	1019	9	2220	18	10	1			3	0.5																																																																										
4	2020	1019	9	2220	18	11	1			3	0.5																																																																										
4	2020	1019	9	2220	18	12	1			2	0.365																																																																										
4	2020	1019	9	2220	18	13	1			3	0.69																																																																										
4	2020	1019	9	2220	18	14	1			3	0.73																																																																										
4	2020	1019	9	2220	18	15	1			3	0.7																																																																										
4	2020	1019	9	2220	19	1	1	0.002		1	0.066																							0			1		3																		1																												0.680087918365647
4	2020	1019	9	2220	19	2	1			1	0.066																																																																										
4	2020	1019	9	2220	19	3	1			1	0.069																																																																										
4	2020	1019	9	2220	19	4	1			1	0.063																																																																										
4	2020	1019	9	2220	19	5	1			1	0.065																																																																										
4	2020	1019	9	2220	19	6	1			1	0.068																																																																										
4	2020	1019	9	2220	19	7	1			1	0.069																																																																										
4	2020	1019	9	2220	19	8	1			1	0.076																																																																										
4	2020	1019	9	2220	19	9	1			1	0.074																																																																										
4	2020	1019	9	2220	19	10	1			1	0.062																																																																										
4	2020	1019	9	2220	19	11	1			1	0.063																																																																										
4	2020	1019	9	2220	19	12	1			1	0.065																																																																										
4	2020	1019	9	2220	19	13	1			1	0.061																																																																										
4	2020	1019	9	2220	19	14	1			1	0.065																																																																										
4	2020	1019	9	2220	19	15	1			1	0.064																																																																										
4	2020	1019	9	2220	19	16	1			1	0.073																																																																										
4	2020	1019	9	2220	19	17	1			1	0.062																																																																										
4	2020	1019	9	2220	19	18	1			1	0.063																																																																										
4	2020	1019	9	2220	19	19	1			1	0.066																																																																										
4	2020	1019	9	2220	20	1	1	0.205		2	0.24			2	1																																																																						1.4375356781673172
4	2020	1019	9	2220	20	2	1	0.785		2	0.39			1	2																																																																						1.2982271086048114
4	2020	1019	9	2220	20	3	1	0.43		2	0.315			2	1																																																																						1.343498749989626
4	2020	1019	9	2220	20	4	1	0.255		2	0.26			2	1																																																																						1.409782960803369
4	2020	1019	9	2220	20	5	1	0.115		2	0.19																																																																										1.612150709806301
4	2020	1019	9	2220	20	6	1	0.065		2	0.145																																																																										2.025523544276679
4	2020	1019	9	2220	20	7	1	1.445		2	0.47			1	2																																																																						1.3698165485629443
4	2020	1019	9	2220	20	8	1			2	0.38																																																																										
4	2020	1019	9	2220	20	9	1			2	0.21																																																																										
4	2020	1019	9	2220	20	10	1			2	0.305																																																																										
4	2020	1019	9	2220	20	11	1			2	0.22																																																																										
4	2020	1019	9	2220	20	12	1			2	0.215																																																																										
4	2020	1019	9	2220	20	13	1			2	0.355																																																																										
4	2020	1019	9	2220	20	14	1			2	0.29																																																																										
4	2020	1019	9	2220	20	15	1			2	0.215																																																																										
4	2020	1019	9	2220	20	16	1			2	0.215																																																																										
4	2020	1019	9	2220	20	17	1			2	0.3																																																																										
4	2020	1019	9	2220	20	18	1			2	0.25																																																																										
4	2020	1019	9	2220	20	19	1			2	0.185																																																																										
4	2020	1019	9	2220	20	20	1			2	0.325																																																																										
4	2020	1019	9	2220	20	21	1			2	0.215																																																																										
4	2020	1019	9	2220	20	22	1			2	0.22																																																																										
4	2020	1019	9	2220	20	23	1			2	0.35																																																																										
4	2020	1019	9	2220	20	24	1			2	0.22																																																																										
4	2020	1019	9	2220	20	25	1			2	0.185																																																																										
4	2020	1019	9	2220	20	26	1			2	0.205																																																																										
4	2020	1019	9	2220	20	27	1			2	0.155																																																																										
4	2020	1019	9	2220	20	28	1			2	0.225																																																																										
4	2020	1019	9	2220	20	29	1			2	0.255																																																																										
4	2020	1019	9	2220	20	30	1			2	0.27																																																																										
4	2020	1019	9	2220	20	31	1			2	0.2																																																																										
4	2020	1019	9	2220	20	32	1			2	0.21																																																																										
4	2020	1019	9	2220	20	33	1			2	0.155																																																																										
4	2020	1019	9	2220	20	34	1			2	0.185																																																																										
4	2020	1019	9	2220	20	35	1			2	0.23																																																																										
4	2020	1019	9	2220	20	36	1			2	0.2																																																																										
4	2020	1019	9	2220	20	37	1			2	0.225																																																																										
4	2020	1019	9	2220	20	38	1			2	0.25																																																																										
4	2020	1019	9	2220	20	39	1			2	0.195																																																																										
4	2020	1019	9	2220	20	40	1			2	0.195																																																																										
4	2020	1019	9	2220	20	41	1			2	0.19																																																																										
4	2020	1019	9	2220	20	42	1			2	0.19																																																																										
4	2020	1019	9	2220	20	43	1			2	0.15																																																																										
4	2020	1019	9	2220	20	44	1			2	0.24																																																																										
4	2020	1019	9	2220	20	45	1			2	0.225																																																																										
4	2020	1019	9	2220	20	46	1			2	0.315																																																																										
4	2020	1019	9	2220	20	47	1			2	0.22																																																																										
4	2020	1019	9	2220	20	48	1			2	0.26																																																																										
4	2020	1019	9	2220	20	49	1			2	0.385																																																																										
4	2020	1019	9	2220	20	50	1			2	0.38																																																																										
4	2020	1019	9	2220	20	51	1			2	0.215																																																																										
4	2020	1019	9	2220	20	52	1			2	0.205																																																																										
4	2020	1019	9	2220	20	53	1			2	0.225																																																																										
4	2020	1019	9	2220	20	54	1			2	0.185																																																																										
4	2020	1019	9	2220	20	55	1			2	0.135																																																																										
4	2020	1019	9	2220	20	56	1			2	0.255																																																																										
4	2020	1019	9	2220	20	57	1			2	0.135																																																																										
4	2020	1019	9	2220	20	58	1			2	0.18																																																																										
4	2020	1019	9	2220	20	59	1			2	0.13																																																																										
4	2020	1019	9	2220	20	60	1			2	0.165																																																																										
4	2020	1019	9	2220	20	61	1			2	0.2																																																																										
4	2020	1019	9	2220	20	62	1			2	0.2																																																																										
4	2020	1019	9	2220	20	63	1			2	0.245																																																																										
4	2020	1019	9	2220	20	64	1			2	0.2																																																																										
4	2020	1019	9	2220	20	65	1			2	0.215																																																																										
4	2020	1019	9	2220	20	66	1			2	0.315																																																																										
4	2020	1019	9	2220	20	67	1			2	0.145																																																																										
4	2020	1019	9	2220	20	68	1			2	0.225																																																																										
4	2020	1019	9	2220	20	69	1			2	0.22																																																																										
4	2020	1019	9	2220	20	70	1			2	0.19																																																																										
4	2020	1019	9	2220	20	71	1			2	0.215																																																																										
4	2020	1019	9	2220	20	72	1			2	0.23																																																																										
4	2020	1019	9	2220	20	73	1			2	0.15																																																																										
4	2020	1019	9	2220	20	74	1			2	0.22																																																																										
4	2020	1019	9	2220	20	75	1			2	0.35																																																																										
4	2020	1019	9	2220	20	76	1			2	0.215																																																																										
4	2020	1019	9	2220	20	77	1			2	0.2																																																																										
4	2020	1019	9	2220	20	78	1			2	0.175																																																																										
4	2020	1019	9	2220	20	79	1			2	0.165																																																																										
4	2020	1019	9	2220	20	80	1			2	0.27																																																																										
4	2020	1019	9	2220	20	81	1			2	0.31																																																																										
4	2020	1019	9	2220	20	82	1			2	0.215																																																																										
4	2020	1019	9	2220	20	83	1			2	0.2																																																																										
4	2020	1019	9	2220	20	84	1			2	0.345																																																																										
4	2020	1019	9	2220	20	85	1			2	0.315																																																																										
4	2020	1019	9	2220	20	86	1			2	0.2																																																																										
4	2020	1019	9	2220	20	87	1			2	0.18																																																																										
4	2020	1019	9	2220	20	88	1			2	0.2																																																																										
4	2020	1019	9	2220	20	89	1			2	0.195																																																																										
4	2020	1019	9	2220	20	90	1			2	0.295																																																																										
4	2020	1019	9	2220	20	91	1			2	0.19																																																																										
4	2020	1019	9	2220	20	92	1			2	0.245																																																																										
4	2020	1019	9	2220	20	93	1			2	0.21																																																																										
4	2020	1019	9	2220	20	94	1			2	0.16																																																																										
4	2020	1019	9	2220	20	95	1			2	0.295																																																																										
4	2020	1019	9	2220	20	96	1			2	0.2																																																																										
4	2020	1019	9	2220	20	97	1			2	0.19																																																																										
4	2020	1019	9	2220	20	98	1			2	0.25																																																																										
4	2020	1019	9	2220	20	99	1			2	0.165																																																																										
4	2020	1019	9	2220	20	100	1			2	0.15																																																																										
4	2020	1019	9	2220	20	101	1			2	0.205																																																																										
4	2020	1019	9	2220	20	102	1			2	0.19																																																																										
4	2020	1019	9	2220	20	103	1			2	0.215																																																																										
4	2020	1019	9	2220	20	104	1			2	0.355																																																																										
4	2020	1019	9	2220	20	105	1			2	0.35																																																																										
4	2020	1019	9	2220	20	106	1			2	0.25																																																																										
4	2020	1019	9	2220	20	107	1			2	0.225																																																																										
4	2020	1019	9	2220	20	108	1			2	0.145																																																																										
4	2020	1019	9	2220	20	109	1			2	0.24																																																																										
4	2020	1019	9	2220	20	110	1			2	0.265																																																																										
4	2020	1019	9	2220	20	111	1			2	0.195																																																																										
4	2020	1019	9	2220	20	112	1			2	0.19																																																																										
4	2020	1019	9	2220	20	113	1			2	0.23																																																																										
4	2020	1019	9	2220	20	114	1			2	0.285																																																																										
4	2020	1019	9	2220	20	115	1			2	0.195																																																																										
4	2020	1019	9	2220	20	116	1			2	0.18																																																																										
4	2020	1019	9	2220	20	117	1			2	0.225																																																																										
4	2020	1019	9	2220	20	118	1			2	0.205																																																																										
4	2020	1019	9	2220	20	119	1			2	0.285																																																																										
4	2020	1019	9	2220	20	120	1			2	0.3																																																																										
4	2020	1019	9	2220	20	121	1			2	0.355																																																																										
4	2020	1019	9	2220	20	122	1			2	0.215																																																																										
4	2020	1019	9	2220	20	123	1			2	0.235																																																																										
4	2020	1019	9	2220	20	124	1			2	0.23																																																																										
4	2020	1019	9	2220	20	125	1			2	0.29																																																																										
4	2020	1019	9	2220	20	126	1			2	0.335																																																																										
4	2020	1019	9	2220	20	127	1			2	0.295																																																																										
4	2020	1019	9	2220	20	128	1			2	0.25																																																																										
4	2020	1019	9	2220	20	129	1			2	0.255																																																																										
4	2020	1019	9	2220	20	130	1			2	0.22																																																																										
4	2020	1019	9	2220	20	131	1			2	0.185																																																																										
4	2020	1019	9	2220	20	132	1			2	0.16																																																																										
4	2020	1019	9	2220	20	133	1			2	0.19																																																																										
4	2020	1019	9	2220	20	134	1			2	0.205																																																																										
4	2020	1019	9	2220	20	135	1			2	0.255																																																																										
4	2020	1019	9	2220	20	136	1			2	0.245																																																																										
4	2020	1019	9	2220	20	137	1			2	0.185																																																																										
4	2020	1019	9	2220	20	138	1			2	0.19																																																																										
4	2020	1019	9	2220	20	139	1			2	0.22																																																																										
4	2020	1019	9	2220	20	140	1			2	0.22																																																																										
4	2020	1019	9	2220	20	141	1			2	0.25																																																																										
4	2020	1019	9	2220	20	142	1			2	0.215																																																																										
4	2020	1019	9	2220	20	143	1			2	0.135																																																																										
4	2020	1019	9	2220	20	144	1			2	0.195																																																																										
4	2020	1019	9	2220	20	145	1			2	0.215																																																																										
4	2020	1019	9	2220	20	146	1			2	0.26																																																																										
4	2020	1019	9	2220	20	147	1			2	0.17																																																																										
4	2020	1019	9	2220	20	148	1			2	0.315																																																																										
4	2020	1019	9	2220	20	149	1			2	0.2																																																																										
4	2020	1019	9	2220	20	150	1			2	0.205																																																																										
4	2020	1019	9	2220	20	151	1			2	0.175																																																																										
4	2020	1019	9	2220	20	152	1			2	0.215																																																																										
4	2020	1019	9	2220	20	153	1			2	0.33																																																																										
4	2020	1019	9	2220	20	154	1			2	0.275																																																																										
4	2020	1019	9	2220	20	155	1			2	0.285																																																																										
4	2020	1019	9	2220	20	156	1			2	0.18																																																																										
4	2020	1019	9	2220	20	157	1			2	0.195																																																																										
4	2020	1019	9	2220	20	158	1			2	0.185																																																																										
4	2020	1019	9	2220	20	159	1			2	0.275																																																																										
4	2020	1019	9	2220	20	160	1			2	0.225																																																																										
4	2020	1019	9	2220	20	161	1			2	0.315																																																																										
4	2020	1019	9	2220	20	162	1			2	0.235																																																																										
4	2020	1019	9	2220	20	163	1			2	0.17																																																																										
4	2020	1019	9	2220	20	164	1			2	0.14																																																																										
4	2020	1019	9	2220	20	165	1			2	0.215																																																																										
4	2020	1019	9	2220	20	166	1			2	0.33																																																																										
4	2020	1019	9	2220	20	167	1			2	0.215																																																																										
4	2020	1019	9	2220	20	168	1			2	0.215																																																																										
4	2020	1019	9	2220	20	169	1			2	0.23																																																																										
4	2020	1019	9	2220	20	170	1			2	0.245																																																																										
4	2020	1019	9	2220	20	171	1			2	0.265																																																																										
4	2020	1019	9	2220	20	172	1			2	0.265																																																																										
4	2020	1019	9	2220	20	173	1			2	0.385																																																																										
4	2020	1019	9	2220	20	174	1			2	0.29																																																																										
4	2020	1019	9	2220	20	175	1			2	0.305																																																																										
4	2020	1019	9	2220	20	176	1			2	0.16																																																																										
4	2020	1019	9	2220	20	177	1			2	0.38																																																																										
4	2020	1019	9	2220	20	178	1			2	0.245																																																																										
4	2020	1019	9	2220	20	179	1			2	0.225																																																																										
4	2020	1019	9	2220	20	180	1			2	0.3																																																																										
4	2020	1019	9	2220	20	181	1			2	0.15																																																																										
4	2020	1019	9	2220	20	182	1			2	0.215																																																																										
4	2020	1019	9	2220	20	183	1			2	0.195																																																																										
4	2020	1019	9	2220	20	184	1			2	0.225																																																																										
4	2020	1019	9	2220	20	185	1			2	0.2																																																																										
4	2020	1019	9	2220	20	186	1			2	0.17																																																																										
4	2020	1019	9	2220	20	187	1			2	0.22																																																																										
4	2020	1019	9	2220	20	188	1			2	0.26																																																																										
4	2020	1019	9	2220	20	189	1			2	0.23																																																																										
4	2020	1019	9	2220	20	190	1			2	0.275																																																																										
4	2020	1019	9	2220	20	191	1			2	0.16																																																																										
4	2020	1019	9	2220	20	192	1			2	0.18																																																																										
4	2020	1019	9	2220	20	193	1			2	0.26																																																																										
4	2020	1019	9	2220	21	1	1	0.007		2	0.085																																																																										1.0448979591836736
4	2020	1019	9	2220	21	2	1	0.01		2	0.1																																																																										0.9285994109197486
4	2020	1019	9	2220	21	3	1			2	0.085																																																																										
4	2020	1019	9	2220	21	4	1			2	0.07																																																																										
4	2020	1019	9	2220	21	5	1			2	0.08																																																																										
4	2020	1019	9	2220	21	6	1			2	0.08																																																																										
4	2020	1019	9	2220	21	7	1			2	0.075																																																																										
4	2020	1019	9	2220	21	8	1			2	0.075																																																																										
4	2020	1019	9	2220	21	9	1			2	0.08																																																																										
4	2020	1019	9	2220	21	10	1			2	0.08																																																																										
4	2020	1019	9	2220	21	11	1			2	0.08																																																																										
4	2020	1019	9	2220	21	12	1			2	0.08																																																																										
4	2020	1019	9	2220	21	13	1			2	0.085																																																																										
4	2020	1019	9	2220	21	14	1			2	0.085																																																																										
4	2020	1019	9	2220	21	15	1			2	0.08																																																																										
4	2020	1019	9	2220	21	16	1			2	0.07																																																																										
4	2020	1019	9	2220	21	17	1			2	0.08																																																																										
4	2020	1019	9	2220	21	18	1			2	0.07																																																																										
4	2020	1019	9	2220	21	19	1			2	0.08																																																																										
4	2020	1019	9	2220	21	20	1			2	0.075																																																																										
4	2020	1019	9	2220	21	21	1			2	0.08																																																																										
4	2020	1019	9	2220	21	22	1			2	0.07																																																																										
4	2020	1019	9	2220	21	23	1			2	0.08																																																																										
4	2020	1019	9	2220	21	24	1			2	0.075																																																																										
4	2020	1019	9	2220	21	25	1			2	0.075																																																																										
4	2020	1019	9	2220	21	26	1			2	0.07																																																																										
4	2020	1019	9	2220	21	27	1			2	0.075																																																																										
4	2020	1019	9	2220	21	28	1			2	0.075																																																																										
4	2020	1019	9	2220	21	29	1			2	0.07																																																																										
4	2020	1019	9	2220	21	30	1			2	0.07																																																																										
4	2020	1019	9	2220	21	31	1			2	0.075																																																																										
4	2020	1019	9	2220	21	32	1			2	0.085																																																																										
4	2020	1019	9	2220	21	33	1			2	0.08																																																																										
4	2020	1019	9	2220	21	34	1			2	0.08																																																																										
4	2020	1019	9	2220	21	35	1			2	0.075																																																																										
4	2020	1019	9	2220	21	36	1			2	0.065																																																																										
4	2020	1019	9	2220	21	37	1			2	0.065																																																																										
4	2020	1019	9	2220	21	38	1			2	0.075																																																																										
4	2020	1019	9	2220	21	39	1			2	0.08																																																																										
4	2020	1019	9	2220	21	40	1			2	0.08																																																																										
4	2020	1019	9	2220	21	41	1			2	0.085																																																																										
4	2020	1019	9	2220	21	42	1			2	0.08																																																																										
4	2020	1019	9	2220	21	43	1			2	0.085																																																																										
4	2020	1019	9	2220	21	44	1			2	0.075																																																																										
4	2020	1019	9	2220	21	45	1			2	0.08																																																																										
4	2020	1019	9	2220	21	46	1			2	0.075																																																																										
4	2020	1019	9	2220	21	47	1			2	0.065																																																																										
4	2020	1019	9	2220	21	48	1			2	0.075																																																																										
4	2020	1019	9	2220	21	49	1			2	0.08																																																																										
4	2020	1019	9	2220	21	50	1			2	0.08																																																																										
4	2020	1019	9	2220	21	51	1			2	0.085																																																																										
4	2020	1019	9	2220	21	52	1			2	0.07																																																																										
4	2020	1019	9	2220	21	53	1			2	0.085																																																																										
4	2020	1019	9	2220	21	54	1			2	0.085																																																																										
4	2020	1019	9	2220	21	55	1			2	0.075																																																																										
4	2020	1019	9	2220	21	56	1			2	0.11																																																																										
4	2020	1019	9	2220	21	57	1			2	0.09																																																																										
4	2020	1019	9	2220	21	58	1			2	0.08																																																																										
4	2020	1019	9	2220	21	59	1			2	0.075																																																																										
4	2020	1019	9	2220	21	60	1			2	0.08																																																																										
4	2020	1019	9	2220	21	61	1			2	0.08																																																																										
4	2020	1019	9	2220	21	62	1			2	0.08																																																																										
4	2020	1019	9	2220	21	63	1			2	0.08																																																																										
4	2020	1019	9	2220	21	64	1			2	0.08																																																																										
4	2020	1019	9	2220	21	65	1			2	0.08																																																																										
4	2020	1019	9	2220	21	66	1			2	0.075																																																																										
4	2020	1019	9	2220	21	67	1			2	0.07																																																																										
4	2020	1019	9	2220	21	68	1			2	0.075																																																																										
