m.missiontype	m.startyear	m.platform	m.missionnumber	f.serialnumber	catchsampleid	commonname	catchcategory	catchpartnumber	aphia	scientificname	identification	foreignobject	sampletype	group	conservation	catchproducttype	raisingfactor	catchweight	catchvolume	catchcount	abundancecategory	sampleproducttype	lengthmeasurement	lengthsampleweight	lengthsamplevolume	lengthsamplecount	specimensamplecount	agesamplecount	agingstructure	parasite	stomach	intestine	tissuesample	samplerecipient	catchcomment
4	2019	LMEL	13	2561	21	laksesild	LAKSESILD	1	127312	Maurolicus muelleri			10		1	1		0.002		1		1	J	0.002		1									
4	2019	LMEL	13	2561	22	dypvannsreke	DYPVANNSREKE	1	107649	Pandalus borealis			90		1	1		1.0		156														1	
4	2019	LMEL	13	2562	1	brennmanet	BRENNMANET	1	135301	Cyanea capillata			90		1	1		1.91		3															
4	2019	LMEL	13	2562	2	maneter	MANETER	1	19494	Hydroidolina			90		1	1		0.74																	
4	2019	LMEL	13	2562	3	lodde	LODDE	1	126735	Mallotus villosus			10	10	1	1		0.335		1954		1	E	0.006		35		0							
4	2019	LMEL	13	2562	4	torsk	TORSK	1	126436	Gadus morhua			10	10	1	1		0.7		396		1	E	0.053		30		0							
4	2019	LMEL	13	2562	5	hyse	HYSE	1	126437	Melanogrammus aeglefinus			10	10	1	1		0.103		14		1	E	0.103		14		0							
4	2019	LMEL	13	2562	6	vassild	VASSILD	1	126715	Argentina silus			10	10	1	1		3.0E-4		3		1	E	3.0E-4		3		0							
4	2019	LMEL	13	2562	7	uerslekten	UERSLEKTEN	1	126175	Sebastes			10	10	1	1		0.002		60		1	E	0.001		30		0							
4	2019	LMEL	13	2562	8	rognkjeks	ROGNKJEKS	1	127214	Cyclopterus lumpus			10		1	1		0.049		2		1	E	0.049		2		0							
4	2019	LMEL	13	2562	9	sild	SILD	1	126417	Clupea harengus			10	10	1	1		3.0E-4		1		1	E	3.0E-4		1		0							
4	2019	LMEL	13	2562	10	firetrådet tangbrosme	FIRETRÅDET TANGBROSME	1	126450	Enchelyopus cimbrius			10	10	1	1		1.0E-4		1		1	E	1.0E-4		1		0							
4	2019	LMEL	13	2563	1	øyepål	ØYEPÅL	1	126444	Trisopterus esmarkii			20		1	1		2.945		115		1	E	0.768		30	30	0							
4	2019	LMEL	13	2563	2	gapeflyndre	GAPEFLYNDRE	1	127137	Hippoglossoides platessoides			20		1	1		2.013		28		1	E	2.013		28	28	0							
4	2019	LMEL	13	2563	3	vanlig ålebrosme	VANLIG ÅLEBROSME	1	274100	Lycodes gracilis			20		1	1		0.544		30		1	E	0.544		30	30	0							
4	2019	LMEL	13	2563	4	tverrhalet langebarn	TVERRHALET LANGEBARN	1	127072	Leptoclinus maculatus			20		1	1		0.004		1		1	E	0.004		1	1	0						1	
4	2019	LMEL	13	2563	5	langhalet langebarn	LANGHALET LANGEBARN	1	154675	Lumpenus lampretaeformis			20		1	1		0.055		5		1	E	0.055		5	5	0							
4	2019	LMEL	13	2563	6	lusuer	LUSUER	1	127255	Sebastes viviparus			20		1	1		19.92		92		1	E	6.476		30	30	0							
4	2019	LMEL	13	2563	7	vassild	VASSILD	1	126715	Argentina silus			20		1	1		8.188		100		1	E	2.468		30	30	0							
4	2019	LMEL	13	2563	8	krokulke	KROKULKE	1	127193	Artediellus atlanticus			20		1	1		0.009		2		1	E	0.009		2	2	0							
4	2019	LMEL	13	2563	9	laksesild	LAKSESILD	1	127312	Maurolicus muelleri			20		1	1		0.002		1		1	J	0.002		1	1	0							
4	2019	LMEL	13	2563	10	firetrådet tangbrosme	FIRETRÅDET TANGBROSME	1	126450	Enchelyopus cimbrius			20		1	1		0.038		1		1	E	0.038		1	1	0							
4	2019	LMEL	13	2563	11	sølvtorsk	SØLVTORSK	1	126435	Gadiculus argenteus			20		1	1		0.123		7		1	E	0.123		7	7	0							
4	2019	LMEL	13	2563	12	skater	SKATER	1	10216	Rajiformes			50		1	1		0.004		4														1	
4	2019	LMEL	13	2563	13	sei	SEI	1	126441	Pollachius virens			10		1	1		1.4		2		1	E	1.4		2									
4	2019	LMEL	13	2563	14	torsk	TORSK	1	126436	Gadus morhua			21		1	1		3.752		3		1	E	3.752		3	3		2		2				
4	2019	LMEL	13	2563	15	torsk	TORSK	2	126436	Gadus morhua			21		1	1		0.218		29		1	E	0.218		29	2		2		2				
4	2019	LMEL	13	2563	16	vanlig uer	VANLIG UER	1	151324	Sebastes norvegicus			21		1	1		52.25		43		1	E	52.25		43	43		2						
4	2019	LMEL	13	2563	17	hyse	HYSE	2	126437	Melanogrammus aeglefinus			21		1	1		2.62		59		1	E	1.34		30	2		2						
4	2019	LMEL	13	2563	18	uerslekten	UERSLEKTEN	1	126175	Sebastes			10		1	1		0.008		2		1	E	0.008		2									
4	2019	LMEL	13	2563	19	hyse	HYSE	1	126437	Melanogrammus aeglefinus			21		1	1		15.36		55		1	E	15.36		55	7		2						
4	2019	LMEL	13	2563	20	snabeluer	SNABELUER	1	127254	Sebastes mentella			21		1	1		11.36		93		1	E	6.08		50	5		2						
4	2019	LMEL	13	2563	32	kolmule	KOLMULE	1	126439	Micromesistius poutassou			23		1	1		2.58		14		1	E	2.58		14	2	2	2						
4	2019	LMEL	13	2563	33	dypvannsreke	DYPVANNSREKE	1	107649	Pandalus borealis			90		1	1		3.833		538														1	
4	2019	LMEL	13	2564	1	brennmanet	BRENNMANET	1	135301	Cyanea capillata			90		1	1		75.0		13															
4	2019	LMEL	13	2564	2	rognkjeks	ROGNKJEKS	1	127214	Cyclopterus lumpus			20		1	1		0.07		2		1	E	0.07		2	2								
4	2019	LMEL	13	2564	3	hyse	HYSE	1	126437	Melanogrammus aeglefinus			10	10	1	1		0.248		37		1	E	0.199		30									
4	2019	LMEL	13	2564	4	lodde	LODDE	1	126735	Mallotus villosus			10	10	1	1		0.891		6683		1	E	0.004		30									
4	2019	LMEL	13	2564	5	torsk	TORSK	1	126436	Gadus morhua			10	10	1	1		1.276		696		1	E	0.055		30									
4	2019	LMEL	13	2565	1	torsk	TORSK	1	126436	Gadus morhua			21		1	1	1.0	39.894		17		1	E	39.894		17	10		2		2				
4	2019	LMEL	13	2565	2	torsk	TORSK	2	126436	Gadus morhua			21		1	1	1.0	0.285		36		1	E	0.238		30	2		2		2				
4	2019	LMEL	13	2565	3	hyse	HYSE	1	126437	Melanogrammus aeglefinus			21		1	1	1.0	13.28		54		1	E	13.28		54	6		2						
4	2019	LMEL	13	2565	4	hyse	HYSE	2	126437	Melanogrammus aeglefinus			21		1	1	1.0	4.155		101		1	E	1.24		30	2		2						
4	2019	LMEL	13	2565	5	snabeluer	SNABELUER	1	127254	Sebastes mentella			21		1	1	1.0	2.14		68		1	E	0.94		30	4		2						
4	2019	LMEL	13	2565	6	vanlig uer	VANLIG UER	1	151324	Sebastes norvegicus			21		1	1	1.0	0.546		3		1	E	0.546		3	3		2						
4	2019	LMEL	13	2565	7	brosme	BROSME	1	126447	Brosme brosme			21		1	1	1.0	0.779		2		1	E	0.779		2	2		2						
4	2019	LMEL	13	2565	8	firetrådet tangbrosme	FIRETRÅDET TANGBROSME	1	126450	Enchelyopus cimbrius			10		1	1	1.0	0.095		2		1	E	0.095		2									
4	2019	LMEL	13	2565	9	rundskate	RUNDSKATE	1	105894	Rajella fyllae			20		1	1	1.0	0.15		5		1	E	0.15		5	5								
4	2019	LMEL	13	2565	10	vanlig ålebrosme	VANLIG ÅLEBROSME	1	274100	Lycodes gracilis			20		1	1	1.0	1.077		58		1	E	0.561		30	30								
4	2019	LMEL	13	2565	11	sølvtorsk	SØLVTORSK	1	126435	Gadiculus argenteus			20		1	1	1.0	0.01		2		1	E	0.01		2	2								
4	2019	LMEL	13	2565	12	krokulke	KROKULKE	1	127193	Artediellus atlanticus			20		1	1	1.0	0.015		5		1	E	0.015		5	5								
4	2019	LMEL	13	2565	13	paddeulke	PADDEULKE	1	127235	Cottunculus microps			20		1	1	1.0	0.016		2		1	E	0.016		2	2								
4	2019	LMEL	13	2565	14	tverrhalet langebarn	TVERRHALET LANGEBARN	1	127072	Leptoclinus maculatus			20		1	1	1.0	0.013		3		1	E	0.013		3	3								
4	2019	LMEL	13	2565	15	langhalet langebarn	LANGHALET LANGEBARN	1	154675	Lumpenus lampretaeformis			20		1	1	1.0	0.1		7		1	E	0.1		7	7								
4	2019	LMEL	13	2565	16	kloskate	KLOSKATE	1	105865	Amblyraja radiata			20		1	1	1.0	1.29		1		1	E	1.29		1	1								
4	2019	LMEL	13	2565	17	fremmedlegeme	FREMMEDLEGEME	1					65		1	1	1.0	0.012																	
4	2019	LMEL	13	2565	18	fremmedlegeme	FREMMEDLEGEME	1					68		1	1	1.0	0.003																	
4	2019	LMEL	13	2565	19	skater	SKATER	1	10216	Rajiformes			50		1	1	1.0	0.012		5														1	
4	2019	LMEL	13	2565	20	perifylla	PERIFYLLA	1	135252	Periphylla			90		1	1	1.0	0.402		1															
4	2019	LMEL	13	2565	21	brennmanet	BRENNMANET	1	135301	Cyanea capillata			90		1	1	1.0	0.05		1															
4	2019	LMEL	13	2565	22	øyepål	ØYEPÅL	1	126444	Trisopterus esmarkii			20		1	1	1.0	28.103		778		1	E	1.047		29	29								
4	2019	LMEL	13	2565	23	vassild	VASSILD	1	126715	Argentina silus			20		1	1	1.0	4.14		117		1	E	1.065		30	30								
4	2019	LMEL	13	2565	24	lusuer	LUSUER	1	127255	Sebastes viviparus			20		1	1	1.0	1.965		19		1	E	1.965		19	19								
4	2019	LMEL	13	2565	25	gapeflyndre	GAPEFLYNDRE	1	127137	Hippoglossoides platessoides			20		1	1	1.0	4.74		70		1	E	2.026		30	30								
4	2019	LMEL	13	2565	26	dypvannsreke	DYPVANNSREKE	1	107649	Pandalus borealis			90		1	1	1.0	1.61		154														1	
4	2019	LMEL	13	2566	1	brennmanet	BRENNMANET	1	135301	Cyanea capillata			90		1	1	1.0	150.0		31			A												
4	2019	LMEL	13	2566	2	rognkjeks	ROGNKJEKS	1	127214	Cyclopterus lumpus			20		1	1	1.0	3.83		4		1	E	3.83		4	4								
4	2019	LMEL	13	2566	3	lodde	LODDE	1	126735	Mallotus villosus			10	10	1	1	21.23	1.762		13215		1	E	0.004		30									
4	2019	LMEL	13	2566	4	torsk	TORSK	1	126436	Gadus morhua			10	10	1	1	21.23	1.388		621		1	E	0.067		30									
4	2019	LMEL	13	2566	5	hyse	HYSE	1	126437	Melanogrammus aeglefinus			10	10	1	1	1.0	0.572		67		1	E	0.256		30									
4	2019	LMEL	13	2566	6	hyse	HYSE	2	126437	Melanogrammus aeglefinus			20		1	1	1.0	0.067		1		1	E	0.067		1	1								
4	2019	LMEL	13	2566	7	blåsteinbit	BLÅSTEINBIT	1	126757	Anarhichas denticulatus			10	10	1	1	1.0	0.004		1		1	E	0.004		1									
4	2019	LMEL	13	2566	8	sild'G03	SILD'G03	1	126417	Clupea harengus			10	10	1	1	1.0	0.001		2		1	E	0.001		2									
4	2019	LMEL	13	2566	9	blåkveite	BLÅKVEITE	1	127144	Reinhardtius hippoglossoides			10	10	1	1	1.0	0.003		1		1	E	0.003		1									
4	2019	LMEL	13	2566	10	uerslekten	UERSLEKTEN	1	126175	Sebastes			10	10	1	1	1.0	0.001		2		1	E	0.001		2									
4	2019	LMEL	13	2567	18	dypvannsreke	DYPVANNSREKE	1	107649	Pandalus borealis			90		1	1		0.77		135															
4	2019	LMEL	13	2567	17	skater	SKATER	1	10216	Rajiformes			50		1	1				4															
4	2019	LMEL	13	2567	1	torsk	TORSK	1	126436	Gadus morhua			21		1	1		15.696		30		1	E	15.696		30	12		2						
4	2019	LMEL	13	2567	2	hyse	HYSE	1	126437	Melanogrammus aeglefinus			21		1	1		14.7		47		1	E	9.44		30	7		2						
4	2019	LMEL	13	2567	3	snabeluer	SNABELUER	1	127254	Sebastes mentella			21		1	1		3.67		45		1	E	2.42		30	5		2						
4	2019	LMEL	13	2567	4	hyse	HYSE	2	126437	Melanogrammus aeglefinus			21		1	1		0.32		37		1	E	0.26		30	2		2						
4	2019	LMEL	13	2567	8	vanlig uer	VANLIG UER	1	151324	Sebastes norvegicus			21		1	1		0.62		1		1	E	0.62		1	1		2						
4	2019	LMEL	13	2567	5	vanlig ålebrosme	VANLIG ÅLEBROSME	1	274100	Lycodes gracilis			20		1	1		0.017		2		1	E	0.017		2	2								
4	2019	LMEL	13	2567	6	paddeulke	PADDEULKE	1	127235	Cottunculus microps			20		1	1		0.014		1		1	E	0.014		1	1								
4	2019	LMEL	13	2567	7	krokulke	KROKULKE	1	127193	Artediellus atlanticus			20		1	1		0.008		3		1	E	0.008		3	3								
4	2019	LMEL	13	2567	10	vassild	VASSILD	1	126715	Argentina silus			20		1	1		0.057		4		1	E	0.057		4	4	0							
4	2019	LMEL	13	2567	11	øyepål	ØYEPÅL	1	126444	Trisopterus esmarkii			20		1	1		1.507		44		1	E	1.036		30	30	0							
4	2019	LMEL	13	2567	12	sild'G03	SILD'G03	1	126417	Clupea harengus			20		1	1		0.126		2		1	E	0.126		2	2	0							
4	2019	LMEL	13	2567	13	vanlig ålebrosme	VANLIG ÅLEBROSME	2	274100	Lycodes gracilis			20		1	1		0.047		2		1	E	0.047		2	2	0							
4	2019	LMEL	13	2567	14	langhalet langebarn	LANGHALET LANGEBARN	1	154675	Lumpenus lampretaeformis			20		1	1		0.012		1		1	E	0.012		1	1	0							
4	2019	LMEL	13	2567	15	gapeflyndre	GAPEFLYNDRE	1	127137	Hippoglossoides platessoides			20		1	1		0.702		15		1	E	0.702		15	15	0							
4	2019	LMEL	13	2567	16	rundhalet langebarn	RUNDHALET LANGEBARN	1	127070	Anisarchus medius			20		1	1		0.067		1		1	E	0.067		1	1	0							
4	2019	LMEL	13	2567	9	lusuer	LUSUER	1	127255	Sebastes viviparus			10		1	1		0.257		3		1	E	0.257		3									
4	2019	LMEL	13	2567	19	brennmanet	BRENNMANET	1	135301	Cyanea capillata			90		1	1		1.475		2															
4	2019	LMEL	13	2568	1	hyse	HYSE	1	126437	Melanogrammus aeglefinus			10	10	1	1	2.75	0.571		72		1	E	0.237		30									
4	2019	LMEL	13	2568	2	hyse	HYSE	2	126437	Melanogrammus aeglefinus			10		1	1	1.0	0.071		1		1	E	0.071		1									
4	2019	LMEL	13	2568	3	gråsteinbit	GRÅSTEINBIT	1	126758	Anarhichas lupus			10	10	1	1	1.0	0.007		2		1	E	0.007		2									
4	2019	LMEL	13	2568	4	blåsteinbit	BLÅSTEINBIT	1	126757	Anarhichas denticulatus			10	10	1	1	1.0	0.002		1		1	E	0.002		1									
4	2019	LMEL	13	2568	5	torsk	TORSK	1	126436	Gadus morhua			10	10	1	1	2.75	0.456		240		1	E	0.057		30									
4	2019	LMEL	13	2568	6	uerslekten	UERSLEKTEN	1	126175	Sebastes			10	10	1	1	1.0	0.001		3		1	E	0.001		3									
4	2019	LMEL	13	2568	7	sild	SILD	2	126417	Clupea harengus			10	10	1	1	2.75	0.074		89		1	E	0.025		30									
4	2019	LMEL	13	2568	11	brennmanet	BRENNMANET	1	135301	Cyanea capillata			90		1	1	1.0	234.0		138															
4	2019	LMEL	13	2568	12	sild'G03	SILD'G03	1	126417	Clupea harengus			23		1	1	1.0	11.48		105		1	E	10.937		100	100		2						
4	2019	LMEL	13	2568	13	rognkjeks	ROGNKJEKS	1	127214	Cyclopterus lumpus			20		1	1	1.0	9.45		6		1	E	9.45		6	6								
4	2019	LMEL	13	2568	21	loddefamilien	LODDEFAMILIEN	1	125513	Osmeridae			10	10	1	1	2.75	0.105		1575		1	E	0.002		30									
4	2019	LMEL	13	2569	1	vanlig ålebrosme	VANLIG ÅLEBROSME	1	274100	Lycodes gracilis			20		1	1		0.028		1		1	E	0.028		1	1	0							
4	2019	LMEL	13	2569	2	tverrhalet langebarn	TVERRHALET LANGEBARN	1	127072	Leptoclinus maculatus			20		1	1		0.003		1		1	E	0.003		1	1	0							
4	2019	LMEL	13	2569	3	rundskate	RUNDSKATE	1	105894	Rajella fyllae			20		1	1		0.074		1		1	E	0.074		1	1	0							
4	2019	LMEL	13	2569	4	tiarmete blekkspruter	TIARMETE BLEKKSPRUTER	1	11709	Coleoidea			92		1	1		0.018		2		1	B	0.018		2	2	0							
4	2019	LMEL	13	2569	5	sild'G03	SILD'G03	1	126417	Clupea harengus			20		1	1		0.49		4		1	E	0.49		4	4	0							
4	2019	LMEL	13	2569	6	gapeflyndre	GAPEFLYNDRE	1	127137	Hippoglossoides platessoides			20		1	1		2.53		14		1	E	2.53		14	14	0							
4	2019	LMEL	13	2569	7	lodde	LODDE	1	126735	Mallotus villosus			20		1	1		0.233		14		1	E	0.233		14	14	0							
4	2019	LMEL	13	2569	8	øyepål	ØYEPÅL	1	126444	Trisopterus esmarkii			20		1	1		0.469		14		1	E	0.469		14	14	0							
4	2019	LMEL	13	2569	9	kloskate	KLOSKATE	1	105865	Amblyraja radiata			20		1	1		1.057		2		1	E	1.057		2	2								
4	2019	LMEL	13	2569	10	vanlig uer	VANLIG UER	1	151324	Sebastes norvegicus			21		1	1		2.25		1		1	E	2.25		1	1		2						
4	2019	LMEL	13	2569	11	torsk	TORSK	1	126436	Gadus morhua			21		1	1		19.72		12		1	E	19.72		12	8		2		2				
4	2019	LMEL	13	2569	12	torsk	TORSK	2	126436	Gadus morhua			21		1	1		0.083		34		1	E	0.083		34	1		2		2				
4	2019	LMEL	13	2569	13	blåkveite	BLÅKVEITE	1	127144	Reinhardtius hippoglossoides			20		1	1		1.835		1		1	E	1.835		1	1		2						Genetikk: B401
4	2019	LMEL	13	2569	14	hyse	HYSE	1	126437	Melanogrammus aeglefinus			21		1	1		5.68		31		1	E	5.68		31	7		2						
4	2019	LMEL	13	2569	15	hyse	HYSE	2	126437	Melanogrammus aeglefinus			21		1	1		0.098		16		1	E	0.098		16	2		2						
4	2019	LMEL	13	2569	16	snabeluer	SNABELUER	1	127254	Sebastes mentella			21		1	1		8.68		56		1	E	8.68		56	7		2						
4	2019	LMEL	13	2569	17	uerslekten	UERSLEKTEN	1	126175	Sebastes			10		1	1		0.004		1		1	E	0.004		1									
4	2019	LMEL	13	2569	18	skater	SKATER	1	10216	Rajiformes			50		1	1				3														1	
4	2019	LMEL	13	2569	19	dypvannsreke	DYPVANNSREKE	1	107649	Pandalus borealis			90		1	1		10.78		1760															
4	2019	LMEL	13	2569	20	dypvannsreke	DYPVANNSREKE	4	107649	Pandalus borealis			91		1	1		0.0058		7		1	C	0.0058		7									
4	2019	LMEL	13	2570	1	loddefamilien	LODDEFAMILIEN	1	125513	Osmeridae			10	10	1	1	1.55	1.198		8985		1	E	0.004		30									
4	2019	LMEL	13	2570	3	uerslekten	UERSLEKTEN	1	126175	Sebastes			10	10	1	1	1.55	0.007		23		1	E	0.003		10									
4	2019	LMEL	13	2570	4	hyse	HYSE	1	126437	Melanogrammus aeglefinus			10	10	1	1	1.0	0.026		4		1	E	0.026		4									
4	2019	LMEL	13	2570	5	gapeflyndre	GAPEFLYNDRE	1	127137	Hippoglossoides platessoides			10	10	1	1	1.55	0.007		70		1	E	0.001		10									
4	2019	LMEL	13	2570	6	blåsteinbit	BLÅSTEINBIT	1	126757	Anarhichas denticulatus			20	10	1	1	1.0	0.003		1		1	E	0.003		1	1								
4	2019	LMEL	13	2570	7	brennmanet	BRENNMANET	1	135301	Cyanea capillata			90		1	1	1.0	180.53		142															
4	2019	LMEL	13	2570	9	torsk	TORSK	1	126436	Gadus morhua			10	10	1	1	1.55	3.76		1376		1	E	0.082		30									
4	2019	LMEL	13	2570	10	fremmedlegeme	FREMMEDLEGEME	1					65		1	1	1.0	0.002																	
4	2019	LMEL	13	2570	11	sild	SILD	1	126417	Clupea harengus			10	10	1	1	1.55	0.761		1142		1	E	0.02		30									
4	2019	LMEL	13	2571	1	torsk	TORSK	1	126436	Gadus morhua			21		1	1		27.34		24		1	E	27.34		24	10		2						
4	2019	LMEL	13	2571	2	torsk	TORSK	2	126436	Gadus morhua			21		1	1		0.169		45		1	E	0.112		30	2		2						
4	2019	LMEL	13	2571	3	hyse	HYSE	1	126437	Melanogrammus aeglefinus			21		1	1		2.7		5		1	E	2.7		5	5		2						
4	2019	LMEL	13	2571	4	snabeluer	SNABELUER	1	127254	Sebastes mentella			21		1	1		18.5		240		1	E	3.08		40	4		2						
4	2019	LMEL	13	2571	5	krokulke	KROKULKE	1	127193	Artediellus atlanticus			20		1	1		0.029		5		1	E	0.029		5	5								
4	2019	LMEL	13	2571	6	gråsteinbit	GRÅSTEINBIT	1	126758	Anarhichas lupus			20		1	1		0.007		1		1	E	0.007		1	1								
4	2019	LMEL	13	2571	7	paddeulke	PADDEULKE	1	127235	Cottunculus microps			20		1	1		0.076		4		1	E	0.076		4	4								
4	2019	LMEL	13	2571	8	snottfisk	SNOTTFISK	1	126156	Careproctus			20		1	1		0.085		7		1	E	0.085		7	7								snottfisk 1
4	2019	LMEL	13	2571	12	dypvannsreke	DYPVANNSREKE	1	107649	Pandalus borealis			90		1	1		22.5		3629														1	
4	2019	LMEL	13	2571	9	brennmanet	BRENNMANET	1	135301	Cyanea capillata			90		1	1		8.7		27															
4	2019	LMEL	13	2571	10	dypvannsreke	DYPVANNSREKE	4	107649	Pandalus borealis			91		1	1		0.007		10		1	C	0.007		10									
4	2019	LMEL	13	2571	13	fremmedlegeme	FREMMEDLEGEME	1					65		1	1		0.051		2															
4	2019	LMEL	13	2571	14	gapeflyndre	GAPEFLYNDRE	1	127137	Hippoglossoides platessoides			20		1	1		7.296		47		1	E	4.648		30	30								
4	2019	LMEL	13	2571	15	sild'G03	SILD'G03	1	126417	Clupea harengus			20		1	1		0.236		3		1	E	0.236		3	3								
4	2019	LMEL	13	2571	16	kloskate	KLOSKATE	1	105865	Amblyraja radiata			20		1	1		3.19		4		1	E	3.19		4	4								
4	2019	LMEL	13	2571	17	tverrhalet langebarn	TVERRHALET LANGEBARN	1	127072	Leptoclinus maculatus			20		1	1		0.022		4		1	E	0.022		4	4								
4	2019	LMEL	13	2571	18	langhalet langebarn	LANGHALET LANGEBARN	1	154675	Lumpenus lampretaeformis			20		1	1		0.021		1		1	E	0.021		1	1								
4	2019	LMEL	13	2571	19	vanlig ålebrosme	VANLIG ÅLEBROSME	1	274100	Lycodes gracilis			20		1	1		0.577		13		1	E	0.577		13	13								
4	2019	LMEL	13	2571	20	lodde	LODDE	1	126735	Mallotus villosus			23		1	1		0.532		37		1	E	0.532		37	37	30	2		2				
4	2019	LMEL	13	2572	1	lodde	LODDE	1	126735	Mallotus villosus			10	10	1	1	24.89	5.351		40133		1	E	0.004		30									
4	2019	LMEL	13	2572	2	torsk	TORSK	1	126436	Gadus morhua			10	10	1	1	24.89	3.385		1638		1	E	0.062		30									
4	2019	LMEL	13	2572	3	sild'G03	SILD'G03	1	126417	Clupea harengus			20		1	1	24.89	2.514		25		1	E	0.101		1	1								
4	2019	LMEL	13	2572	4	hyse	HYSE	1	126437	Melanogrammus aeglefinus			10	10	1	1	13.45	0.135		16		1	E	0.067		8									
4	2019	LMEL	13	2572	5	sild'G03	SILD'G03	2	126417	Clupea harengus			10	10	1	1	13.45	0.012		18		1	E	0.004		6									
4	2019	LMEL	13	2572	6	gapeflyndre	GAPEFLYNDRE	1	127137	Hippoglossoides platessoides			10	10	1	1	24.89	0.075		188		1	E	0.002		5									
4	2019	LMEL	13	2572	7	brennmanet	BRENNMANET	1	135301	Cyanea capillata			90		1	1		281.0		256															
4	2019	LMEL	13	2572	8	rognkjeks	ROGNKJEKS	1	127214	Cyclopterus lumpus			20		1	1	1.0	3.448		3		1	E	3.448		3	3								
4	2019	LMEL	13	2572	9	maneter	MANETER	1	19494	Hydroidolina					1	1	24.89	38.828																	
4	2019	LMEL	13	2573	1	lodde	LODDE	1	126735	Mallotus villosus			23		1	1		0.683		43		1	E	0.683		43	43	0			2				
4	2019	LMEL	13	2573	2	gapeflyndre	GAPEFLYNDRE	1	127137	Hippoglossoides platessoides			20		1	1		6.84		79		1	E	2.606		30	30	0							
4	2019	LMEL	13	2573	3	gapeflyndre	GAPEFLYNDRE	2	127137	Hippoglossoides platessoides			10		1	1		0.008		11		1	E	0.008		11		0							
4	2019	LMEL	13	2573	4	sild'G03	SILD'G03	1	126417	Clupea harengus			20		1	1		0.092		1		1	E	0.092		1	1	0							
4	2019	LMEL	13	2573	5	kloskate	KLOSKATE	1	105865	Amblyraja radiata			20		1	1		2.911		5		1	E	2.911		5	5								
4	2019	LMEL	13	2573	6	blåkveite	BLÅKVEITE	1	127144	Reinhardtius hippoglossoides			21		1	1		8.8		5		1	E	8.8		5	5		2						
4	2019	LMEL	13	2573	7	torsk	TORSK	1	126436	Gadus morhua			21		1	1		2.895		17		1	E	2.895		17	6		2		2				
4	2019	LMEL	13	2573	8	torsk	TORSK	2	126436	Gadus morhua			21		1	1		0.485		36		1	E	0.485		36	3		2		2				
4	2019	LMEL	13	2573	9	hyse	HYSE	1	126437	Melanogrammus aeglefinus			21		1	1		1.384		2		1	E	1.384		2	2		2						
4	2019	LMEL	13	2573	10	hyse	HYSE	2	126437	Melanogrammus aeglefinus			21		1	1		0.07		3		1	E	0.07		3	2		2						
4	2019	LMEL	13	2573	11	snottfisk	SNOTTFISK	1	126156	Careproctus			20		1	1		0.027		3		1	E	0.027		3	3							1	
4	2019	LMEL	13	2573	12	vanlig ålebrosme	VANLIG ÅLEBROSME	1	274100	Lycodes gracilis			20		1	1		0.064		4		1	E	0.064		4	4								
4	2019	LMEL	13	2573	13	snabeluer	SNABELUER	1	127254	Sebastes mentella			21		1	1		4.64		76		1	E	3.06		50	4		2						
4	2019	LMEL	13	2573	14	tverrhalet langebarn	TVERRHALET LANGEBARN	1	127072	Leptoclinus maculatus			20		1	1		0.013		2		1	E	0.013		2	2							1	
4	2019	LMEL	13	2573	15	krokulke	KROKULKE	1	127193	Artediellus atlanticus			20		1	1		0.019		5		1	E	0.019		5	5								
4	2019	LMEL	13	2573	16	dypvannsreke	DYPVANNSREKE	1	107649	Pandalus borealis			90		1	1		46.21		7701															
4	2019	LMEL	13	2573	17	dypvannsreke	DYPVANNSREKE	4	107649	Pandalus borealis			91		1	1		0.027		44		1	C	0.027		44									
4	2019	LMEL	13	2574	1	brennmanet	BRENNMANET	1	135301	Cyanea capillata			90		1	1	4.0	212.0		392															
4	2019	LMEL	13	2574	2	rognkjeks	ROGNKJEKS	1	127214	Cyclopterus lumpus			20		1	1	1.0	4.66		3		1	E	4.66		3	3								
4	2019	LMEL	13	2574	3	hyse	HYSE	1	126437	Melanogrammus aeglefinus			10	10	1	1	4.0	0.036		4		1	E	0.009		1									
4	2019	LMEL	13	2574	4	torsk	TORSK	1	126436	Gadus morhua			10	10	1	1	4.0	0.06		20		1	E	0.015		5									
4	2019	LMEL	13	2574	5	gapeflyndre	GAPEFLYNDRE	1	127137	Hippoglossoides platessoides			10	10	1	1	22.85	0.003		10		1	E	9.0E-4		3									
4	2019	LMEL	13	2574	6	lodde	LODDE	1	126735	Mallotus villosus			10	10	1	1	22.85	1.44		6377		1	E	0.007		31									
4	2019	LMEL	13	2574	7	gråsteinbit	GRÅSTEINBIT	1	126758	Anarhichas lupus			10	10	1	1	4.0	0.02		4		1	E	0.005		1									
4	2019	LMEL	13	2574	8	snabeluer	SNABELUER	1	127254	Sebastes mentella			20		1	1	4.0	0.056		4		1	E	0.014		1	1								
4	2019	LMEL	13	2574	9	øyepål	ØYEPÅL	2	126444	Trisopterus esmarkii			20		1	1	4.0	0.048		4		1	E	0.012		1	1								
4	2019	LMEL	13	2574	10	tiskjegg	TISKJEGG	1	127191	Leptagonus decagonus			10	10	1	1	22.85	0.002		4		1	E	5.0E-4		1									
