m.missiontype	m.startyear	m.platform	m.missionnumber	f.serialnumber	catchsampleid	commonname	catchcategory	catchpartnumber	aphia	scientificname	identification	foreignobject	sampletype	group	conservation	catchproducttype	raisingfactor	catchweight	catchvolume	catchcount	abundancecategory	sampleproducttype	lengthmeasurement	lengthsampleweight	lengthsamplevolume	lengthsamplecount	specimensamplecount	agesamplecount	agingstructure	parasite	stomach	intestine	tissuesample	samplerecipient	catchcomment
4	2019	LMEL	13	2533	11	gråsteinbit	GRÅSTEINBIT	1	126758	Anarhichas lupus			20		1	1	1.0	0.004		1		1	E	0.004		1	1								
4	2019	LMEL	13	2533	12	vassild	VASSILD	1	126715	Argentina silus			20		1	1	1.0	0.172		8		1	E	0.172		8	8								
4	2019	LMEL	13	2533	14	gapeflyndre	GAPEFLYNDRE	1	127137	Hippoglossoides platessoides			20		1	1	1.0	1.764		24		1	E	1.764		24	24								
4	2019	LMEL	13	2533	15	skater	SKATER	1	10216	Rajiformes			50		1	1	1.0	0.051		17														1	
4	2019	LMEL	13	2533	16	fremmedlegeme	FREMMEDLEGEME	1					65		1	1		0.087																	
4	2019	LMEL	13	2534	3	torsk	TORSK	1	126436	Gadus morhua			10	10	1	1	50.36	4.43		1641		1	E	0.081		30									
4	2019	LMEL	13	2534	4	sild'G03	SILD'G03	2	126417	Clupea harengus			10	10	1	1	50.36	0.932		902		1	E	0.031		30									
4	2019	LMEL	13	2534	5	lodde	LODDE	1	126735	Mallotus villosus			10	10	1	1	50.36	0.0252		76		1	E	0.001		3									
4	2019	LMEL	13	2534	6	øyepål	ØYEPÅL	1	126444	Trisopterus esmarkii			10	10	1	1	50.36	1.0E-4		1		1	E	1.0E-4		1									
4	2019	LMEL	13	2534	8	snabeluer	SNABELUER	1	127254	Sebastes mentella			10		1	1	1.0	0.019		1		1	E	0.019		1									
4	2019	LMEL	13	2534	9	trepigget stingsild	TREPIGGET STINGSILD	1	126505	Gasterosteus aculeatus			10		1	1	50.36	0.0755		50		1	E	0.003		2									
4	2019	LMEL	13	2534	1	rognkjeks	ROGNKJEKS	1	127214	Cyclopterus lumpus			20		1	1	1.0	4.99		3		1	E	4.99		3	3								
4	2019	LMEL	13	2534	10	sild'G03	SILD'G03	1	126417	Clupea harengus			23		1	1	1.0	12.52		125		1	E	9.977		100	100	30	2						
4	2019	LMEL	13	2534	2	brennmanet	BRENNMANET	1	135301	Cyanea capillata			90		1	1	1.0	91.0		80															
4	2019	LMEL	13	2534	7	dypvannsreke	DYPVANNSREKE	1	107649	Pandalus borealis			91		1	1	1.0	2.017		372			C	0.57		105									
4	2019	LMEL	13	2534	11	havsil	HAVSIL	1	126751	Ammodytes marinus					1	1	50.36	0.0252		25															
4	2019	LMEL	13	2535	1	sild'G03	SILD'G03	1	126417	Clupea harengus			23		1	1		1.679		14		1	E	1.679		14	14	14	2						
4	2019	LMEL	13	2535	2	vanlig ålebrosme	VANLIG ÅLEBROSME	1	274100	Lycodes gracilis			20		1	1		0.041		1		1	E	0.041		1	1								
4	2019	LMEL	13	2535	3	paddeulke	PADDEULKE	1	127235	Cottunculus microps			20		1	1		0.018		2		1	E	0.018		2	2								
4	2019	LMEL	13	2535	4	lodde	LODDE	1	126735	Mallotus villosus			20		1	1		0.017		1		1	E	0.017		1	1								
4	2019	LMEL	13	2535	5	lysprikkfiskfamilien	LYSPRIKKFISKFAMILIEN	1	125498	Myctophidae			10		1	1		0.001		2		1	J	0.001		2									
4	2019	LMEL	13	2535	6	kloskate	KLOSKATE	1	105865	Amblyraja radiata			20		1	1		0.242		1		1	E	0.242		1	1								
4	2019	LMEL	13	2535	7	dypvannsreke	DYPVANNSREKE	1	107649	Pandalus borealis			90		1	1		8.79		1395		1												1	
4	2019	LMEL	13	2535	8	torsk	TORSK	1	126436	Gadus morhua			21		1	1		7.986		5		1	E	7.986		5	5	5							
4	2019	LMEL	13	2535	9	torsk	TORSK	2	126436	Gadus morhua			21		1	1		0.137		50		1	E	0.137		50	1	1							
4	2019	LMEL	13	2535	10	hyse	HYSE	1	126437	Melanogrammus aeglefinus			21		1	1		0.12		2		1	E	0.12		2	2	2							
4	2019	LMEL	13	2535	11	snabeluer	SNABELUER	1	127254	Sebastes mentella			21		1	1		1.2		22		1	E	1.2		22	5	5							
4	2019	LMEL	13	2535	12	gapeflyndre	GAPEFLYNDRE	1	127137	Hippoglossoides platessoides			20		1	1		2.18		14		1	E	2.18		14	14								
4	2019	LMEL	13	2535	13	dypvannsreke	DYPVANNSREKE	4	107649	Pandalus borealis			91		1	1		0.002		4		1	C	0.002		4									
4	2019	LMEL	13	2535	14	fremmedlegeme	FREMMEDLEGEME	1					68		1	1		0.005		1															
4	2019	LMEL	13	2535	15	fremmedlegeme	FREMMEDLEGEME	2					67		1	1		1.077		1															
4	2019	LMEL	13	2536	1	lodde	LODDE	1	126735	Mallotus villosus			10	10	1	1	16.3	4.238		25428		1	E	0.005		30									
4	2019	LMEL	13	2536	2	sild'G03	SILD'G03	2	126417	Clupea harengus			10	10	1	1	16.3	0.13		195		1	E	0.008		12									
4	2019	LMEL	13	2536	3	uerslekten	UERSLEKTEN	1	126175	Sebastes			10	10	1	1	16.3	4.0E-4		1		1	E	4.0E-4		1									
4	2019	LMEL	13	2536	4	torsk	TORSK	1	126436	Gadus morhua			10	10	1	1	16.3	66.667		37037		1	E	0.054		30									
4	2019	LMEL	13	2536	5	hyse	HYSE	1	126437	Melanogrammus aeglefinus			10	10	1	1	16.3	1.059		196		1	E	0.065		12									
4	2019	LMEL	13	2536	6	rognkjeks	ROGNKJEKS	1	127214	Cyclopterus lumpus			20		1	1	1.0	14.93		5		1	E	14.93		5	5								
4	2019	LMEL	13	2536	7	sild'G03	SILD'G03	1	126417	Clupea harengus			20		1	1	1.0	0.368		3		1	E	0.368		3	3								
4	2019	LMEL	13	2536	8	glassmanet	GLASSMANET	1	135306	Aurelia aurita			90		1	1	16.3	0.44		17															
4	2019	LMEL	13	2536	9	brennmanet	BRENNMANET	1	135301	Cyanea capillata			90		1	1	16.3	537.525		490															
4	2019	LMEL	13	2536	10	blåsteinbit	BLÅSTEINBIT	1	126757	Anarhichas denticulatus			10	10	1	1	1.0	0.001		1		1	E	0.001		1									
4	2019	LMEL	13	2536	11	maneter	MANETER	1	19494	Hydroidolina			90		1	1	16.3	20.228																	
4	2019	LMEL	13	2537	1	lodde	LODDE	1	126735	Mallotus villosus			20		1	1		0.025		2		1	E	0.025		2	2								
4	2019	LMEL	13	2537	2	kloskate	KLOSKATE	1	105865	Amblyraja radiata			20		1	1		2.428		3		1	E	2.428		3	3								
4	2019	LMEL	13	2537	3	øyepål	ØYEPÅL	1	126444	Trisopterus esmarkii			20		1	1		0.037		1		1	E	0.037		1	1								
4	2019	LMEL	13	2537	4	gapeflyndre	GAPEFLYNDRE	1	127137	Hippoglossoides platessoides			20		1	1		1.437		6		1	E	1.437		6	6								
4	2019	LMEL	13	2537	5	vanlig ålebrosme	VANLIG ÅLEBROSME	1	274100	Lycodes gracilis			20		1	1		0.009		1		1	E	0.009		1	1								
4	2019	LMEL	13	2537	6	lysprikkfiskfamilien	LYSPRIKKFISKFAMILIEN	1	125498	Myctophidae			20		1	1		0.003		1		1	J	0.003		1	1								
4	2019	LMEL	13	2537	7	firetrådet tangbrosme	FIRETRÅDET TANGBROSME	1	126450	Enchelyopus cimbrius			20		1	1		0.053		1		1	E	0.053		1	1								
4	2019	LMEL	13	2537	8	sild'G03	SILD'G03	1	126417	Clupea harengus			20		1	1		0.999		8		1	E	0.999		8	8								
4	2019	LMEL	13	2537	9	torsk	TORSK	1	126436	Gadus morhua			21		1	1		6.687		5		1	E	6.687		5	5								
4	2019	LMEL	13	2537	10	torsk	TORSK	2	126436	Gadus morhua			10		1	1		0.154		44		1	E	0.104		30									
4	2019	LMEL	13	2537	11	hyse	HYSE	1	126437	Melanogrammus aeglefinus			21		1	1		0.244		4		1	E	0.244		4	2								
4	2019	LMEL	13	2537	12	blåkveite	BLÅKVEITE	1	127144	Reinhardtius hippoglossoides			21		1	1		8.64		4		1	E	8.64		4	4								
4	2019	LMEL	13	2537	13	snabeluer	SNABELUER	1	127254	Sebastes mentella			21		1	1		14.44		62		1	E	7.0		30	7								
4	2019	LMEL	13	2537	14	dypvannsreke	DYPVANNSREKE	4	107649	Pandalus borealis			90		1	1		0.0013		2															
4	2019	LMEL	13	2537	15	skater	SKATER	4	10216	Rajiformes			51		1	1				1														1	
4	2019	LMEL	13	2537	16	dypvannsreke	DYPVANNSREKE	1	107649	Pandalus borealis			90		1	1		8.74		1181														1	
4	2019	LMEL	13	2538	1	rognkjeks	ROGNKJEKS	1	127214	Cyclopterus lumpus			20		1	1	1.0	4.212		6		1	E	4.212		6	6	0							
4	2019	LMEL	13	2538	2	sild'G03	SILD'G03	1	126417	Clupea harengus			23		1	1	1.0	1.994		16		1	E	1.994		16	16	16	2						
4	2019	LMEL	13	2538	3	brennmanet	BRENNMANET	1	135301	Cyanea capillata			90		1	1	1.0	19.8					A												
4	2019	LMEL	13	2538	5	hyse	HYSE	1	126437	Melanogrammus aeglefinus			10	10	1	1	1.0	0.044		7		1	E	0.044		7									
4	2019	LMEL	13	2538	6	lodde	LODDE	1	126735	Mallotus villosus			10	10	1	1	24.58	1.772		10632		1	E	0.005		30									
4	2019	LMEL	13	2538	7	torsk	TORSK	1	126436	Gadus morhua			10	10	1	1	1.0	0.4		222		1	E	0.054		30									
4	2019	LMEL	13	2538	8	gråsteinbit	GRÅSTEINBIT	1	126758	Anarhichas lupus			10	10	1	1	1.0	0.01		6		1	E	0.01		6									
4	2019	LMEL	13	2538	9	sild'G03	SILD'G03	1	126417	Clupea harengus			10	10	1	1	1.0	0.034		57		1	E	0.018		30									
4	2019	LMEL	13	2538	10	gapeflyndre	GAPEFLYNDRE	1	127137	Hippoglossoides platessoides			10	10	1	1	24.58	0.001		4		1	E	0.001		4									
4	2019	LMEL	13	2538	11	uerslekten	UERSLEKTEN	1	126175	Sebastes			10	10	1	1	1.0	0.002		5		1	E	0.002		5									
4	2019	LMEL	13	2538	12	laksesild	LAKSESILD	1	127312	Maurolicus muelleri			10		1	1	1.0	0.015		13		1	J	0.015		13									
4	2019	LMEL	13	2538	14	Meganyctiphanes	MEGANYCTIPHANES	1	110674	Meganyctiphanes			91		1	1	24.58	2.09196		90955		1	E	0.0023		100									
4	2019	LMEL	13	2538	15	Thysanoessa inermis	THYSANOESSA INERMIS	1	110708	Thysanoessa inermis			91		1	1	28.08	0.0154		277		1	E	5.0E-4		9									
4	2019	LMEL	13	2539	1	sild'G03	SILD'G03	1	126417	Clupea harengus			20		1	1		0.875		6		1	E	0.875		6	6								
4	2019	LMEL	13	2539	2	øyepål	ØYEPÅL	1	126444	Trisopterus esmarkii			20		1	1		1.551		48		1	E	0.967		30	30								
4	2019	LMEL	13	2539	3	rundskate	RUNDSKATE	1	105894	Rajella fyllae			21		1	1		0.049		1		1	E	0.049		1	1								
4	2019	LMEL	13	2539	4	lysprikkfiskfamilien	LYSPRIKKFISKFAMILIEN	1	125498	Myctophidae			20		1	1		0.001		1		1	J	0.001		1	1								
4	2019	LMEL	13	2539	5	gapeflyndre	GAPEFLYNDRE	1	127137	Hippoglossoides platessoides			20		1	1		0.983		12		1	E	0.983		12	12								
4	2019	LMEL	13	2539	6	paddeulke	PADDEULKE	1	127235	Cottunculus microps			20		1	1		0.002		1		1	E	0.002		1	1								
4	2019	LMEL	13	2539	7	sølvtorsk	SØLVTORSK	1	126435	Gadiculus argenteus			20		1	1		0.006		1		1	E	0.006		1	1								
4	2019	LMEL	13	2539	8	skater	SKATER	1	10216	Rajiformes			50		1	1		0.005		3															
4	2019	LMEL	13	2539	9	fremmedlegeme	FREMMEDLEGEME	1					69		1	1		0.0012		1															Fiskesnøre med krok - plast og metall
4	2019	LMEL	13	2539	10	torsk	TORSK	1	126436	Gadus morhua			21		1	1		54.0		26		1	E	54.0		26	10		2		2				
4	2019	LMEL	13	2539	11	snabeluer	SNABELUER	1	127254	Sebastes mentella			21		1	1		42.82		122		1	E	42.82		122	8		2						
4	2019	LMEL	13	2539	12	vanlig uer	VANLIG UER	1	151324	Sebastes norvegicus			21		1	1		2.36		2		1	E	2.36		2	2		2						
4	2019	LMEL	13	2539	13	lusuer	LUSUER	1	127255	Sebastes viviparus			10		1	1		0.18		1		1	E	0.18		1									
4	2019	LMEL	13	2539	14	hyse	HYSE	1	126437	Melanogrammus aeglefinus			21		1	1		9.44		46		1	E	9.44		46	6		2						
4	2019	LMEL	13	2539	15	hyse	HYSE	2	126437	Melanogrammus aeglefinus			21		1	1		1.92		47		1	E	1.92		47	3		2						
4	2019	LMEL	13	2540	1	loddefamilien	LODDEFAMILIEN	1	125513	Osmeridae			10	10	1	1		4.855		29130		1	E	0.005		30									
4	2019	LMEL	13	2540	2	uerslekten	UERSLEKTEN	1	126175	Sebastes			10	10	1	1		0.033		495		1	E	0.002		30									
4	2019	LMEL	13	2540	3	torsk	TORSK	1	126436	Gadus morhua			10	10	1	1		2.432		1303		1	E	0.056		30									
4	2019	LMEL	13	2540	4	gråsteinbit	GRÅSTEINBIT	1	126758	Anarhichas lupus			10	10	1	1		0.005		1		1	E	0.005		1									
4	2019	LMEL	13	2540	5	hyse	HYSE	1	126437	Melanogrammus aeglefinus			10	10	1	1		0.133		22		1	E	0.133		22									
4	2019	LMEL	13	2540	6	fremmedlegeme	FREMMEDLEGEME	1					68		1	1		0.088		1															
4	2019	LMEL	13	2540	7	øyepål	ØYEPÅL	1	126444	Trisopterus esmarkii			10	10	1	1		0.006		45		1	E	4.0E-4		3									
4	2019	LMEL	13	2540	8	firetrådet tangbrosme	FIRETRÅDET TANGBROSME	1	126450	Enchelyopus cimbrius			10	10	1	1		0.006		15		1	E	4.0E-4		1									
4	2019	LMEL	13	2540	9	rognkjeks	ROGNKJEKS	1	127214	Cyclopterus lumpus			20		1	1		1.953		3		1	E	1.953		3	3								
4	2019	LMEL	13	2541	1	snabeluer	SNABELUER	1	127254	Sebastes mentella			21		1	1		61.48		129		1	E	61.48		129	13	13	2						
4	2019	LMEL	13	2541	2	vanlig uer	VANLIG UER	1	151324	Sebastes norvegicus			21		1	1		3.94		1		1	E	3.94		1	1	1	2						
4	2019	LMEL	13	2541	3	lusuer	LUSUER	1	127255	Sebastes viviparus			20		1	1		0.235		1		1	E	0.235		1	1								
4	2019	LMEL	13	2541	4	gapeflyndre	GAPEFLYNDRE	1	127137	Hippoglossoides platessoides			10	10	1	1		0.002		3		1	E	0.002		3									
4	2019	LMEL	13	2541	5	gapeflyndre	GAPEFLYNDRE	2	127137	Hippoglossoides platessoides			20		1	1		3.707		18		1	E	3.707		18	18								
4	2019	LMEL	13	2541	6	torsk	TORSK	1	126436	Gadus morhua			21		1	1		34.5		16		1	E	34.5		16	11		2		2				
4	2019	LMEL	13	2541	7	torsk	TORSK	2	126436	Gadus morhua			21		1	1		0.083		30		1	E	0.083		30	2		2						
4	2019	LMEL	13	2541	8	hyse	HYSE	1	126437	Melanogrammus aeglefinus			21		1	1		6.164		11		1	E	6.164		11	6		2						
4	2019	LMEL	13	2541	9	hyse	HYSE	2	126437	Melanogrammus aeglefinus			21		1	1		0.326		5		1	E	0.326		5	1		2						
4	2019	LMEL	13	2541	10	vanlig ålebrosme	VANLIG ÅLEBROSME	1	274100	Lycodes gracilis			20		1	1		0.032		1		1	E	0.032		1	1								
4	2019	LMEL	13	2541	11	åttearmete blekkspruter	ÅTTEARMETE BLEKKSPRUTER	1	11718	Octopoda			92		1	1		0.059		1		1	B	0.059		1	1								
4	2019	LMEL	13	2541	12	paddeulke	PADDEULKE	1	127235	Cottunculus microps			20		1	1		0.011		1		1	E	0.011		1	1								
4	2019	LMEL	13	2541	13	øyepål	ØYEPÅL	1	126444	Trisopterus esmarkii			20		1	1		0.077		4		1	E	0.077		4	4								
4	2019	LMEL	13	2541	14	vassild	VASSILD	1	126715	Argentina silus			20		1	1		1.053		10		1	E	1.053		10	10								
4	2019	LMEL	13	2541	15	sild'G03	SILD'G03	1	126417	Clupea harengus			20		1	1		0.351		2		1	E	0.351		2	2								
4	2019	LMEL	13	2541	16	dypvannsreke	DYPVANNSREKE	1	107649	Pandalus borealis			90		1	1		10.28		1310														3	
4	2019	LMEL	13	2542	1	brennmanet	BRENNMANET	1	135301	Cyanea capillata			90		1	1	1.0	7.2																	
4	2019	LMEL	13	2542	2	glassmanet	GLASSMANET	3	135306	Aurelia aurita			90		1	1	1.0	0.155		1															
4	2019	LMEL	13	2542	3	blå brennmanet	BLÅ BRENNMANET	2	135302	Cyanea lamarcki			90		1	1	1.0	2.64		9															
4	2019	LMEL	13	2542	4	hyse	HYSE	1	126437	Melanogrammus aeglefinus			10		1	1	1.0	11.0		11		1	E	11.0		11									
4	2019	LMEL	13	2542	5	rognkjeks	ROGNKJEKS	1	127214	Cyclopterus lumpus			20		1	1	1.0	1.1		1		1	E	1.1		1	1								
4	2019	LMEL	13	2542	6	torsk	TORSK	1	126436	Gadus morhua			10	10	1	1	7.495	5.62		2810		1	E	0.06		30									
4	2019	LMEL	13	2542	7	sild'G03	SILD'G03	1	126417	Clupea harengus			10	10	1	1	7.459	0.001		1		1	E	0.001		1									
4	2019	LMEL	13	2542	8	lodde	LODDE	1	126735	Mallotus villosus			10	10	1	1	7.495	17.2		86000		1	E	0.006		30									
4	2019	LMEL	13	2542	9	uerslekten	UERSLEKTEN	1	126175	Sebastes			10	10	1	1	7.459	0.27		2700		1	E	0.003		30									
4	2019	LMEL	13	2542	10	fremmedlegeme	FREMMEDLEGEME	1					65		1	1	1.0	0.024		1															Ospar 33
4	2019	LMEL	13	2542	16	hyse	HYSE	2	126437	Melanogrammus aeglefinus			10	10	1	1	7.459	2.03		284		1	E	0.157		22									
4	2019	LMEL	13	2542	17	Hyperia galba	HYPERIA GALBA	1	103251	Hyperia galba			90		1	1	1.0	0.034		7															
4	2019	LMEL	13	2543	1	sei	SEI	1	126441	Pollachius virens			10		1	1		21.06		5		1	E	21.06		5									
4	2019	LMEL	13	2543	2	torsk	TORSK	1	126436	Gadus morhua			21		1	1		33.59		25		1	E	33.59		25	9		2		2				
4	2019	LMEL	13	2543	3	lusuer	LUSUER	1	127255	Sebastes viviparus			10		1	1		1.176		7		1	E	1.176		7									
4	2019	LMEL	13	2543	4	snabeluer	SNABELUER	1	127254	Sebastes mentella			21		1	1		6.4		30		1	E	6.4		30	6		2						
4	2019	LMEL	13	2543	5	uerslekten	UERSLEKTEN	1	126175	Sebastes			10		1	1		0.02		4		1	E	0.02		4									
4	2019	LMEL	13	2543	6	torsk	TORSK	2	126436	Gadus morhua			21		1	1		0.284		123		1	E	0.069		30	1		2		2				
4	2019	LMEL	13	2543	7	hyse	HYSE	1	126437	Melanogrammus aeglefinus			21		1	1		26.24		111		1	E	26.24		111	9		2						
4	2019	LMEL	13	2543	8	hyse	HYSE	2	126437	Melanogrammus aeglefinus			21		1	1		3.94		89		1	E	3.94		89	2		2						Stikkprøve otolitter tatt
4	2019	LMEL	13	2543	9	vanlig uer	VANLIG UER	1	151324	Sebastes norvegicus			20		1	1		5.31		4		1	E	5.31		4	4								
4	2019	LMEL	13	2543	10	rundskate	RUNDSKATE	1	105894	Rajella fyllae			20		1	1		0.466		2		1	E	0.466		2	2								
4	2019	LMEL	13	2543	11	vassild	VASSILD	1	126715	Argentina silus			20		1	1		44.12		514		1	E	2.575		30	30								
4	2019	LMEL	13	2543	12	øyepål	ØYEPÅL	1	126444	Trisopterus esmarkii			20		1	1		19.121		593		1	E	0.968		30	30								
4	2019	LMEL	13	2543	13	sild'G03	SILD'G03	1	126417	Clupea harengus			20		1	1		0.467		2		1	E	0.467		2	2								
4	2019	LMEL	13	2543	14	gapeflyndre	GAPEFLYNDRE	1	127137	Hippoglossoides platessoides			20		1	1		7.558		53		1	E	7.558		53	53								
4	2019	LMEL	13	2543	15	firetrådet tangbrosme	FIRETRÅDET TANGBROSME	1	126450	Enchelyopus cimbrius			20		1	1		0.173		3		1	E	0.173		3	3								
4	2019	LMEL	13	2543	16	kolmule	KOLMULE	1	126439	Micromesistius poutassou			20		1	1		0.14		2		1	E	0.14		2	2								
4	2019	LMEL	13	2543	17	langhalet langebarn	LANGHALET LANGEBARN	1	154675	Lumpenus lampretaeformis			20		1	1		0.046		4		1	E	0.046		4	4								
4	2019	LMEL	13	2543	18	sølvtorsk	SØLVTORSK	1	126435	Gadiculus argenteus			20		1	1		0.58		29		1	E	0.58		29	29								
4	2019	LMEL	13	2543	19	vanlig ålebrosme	VANLIG ÅLEBROSME	1	274100	Lycodes gracilis			20		1	1		2.0		86		1	E	0.695		30	30								
4	2019	LMEL	13	2543	20	fremmedlegeme	FREMMEDLEGEME	1					69		1	1		0.0053		1															tøystykke
4	2019	LMEL	13	2543	21	dypvannsreke	DYPVANNSREKE	1	107649	Pandalus borealis			90		1	1		7.01		970														1	
4	2019	LMEL	13	2543	22	dypvannsreke	DYPVANNSREKE	4	107649	Pandalus borealis			91		1	1		0.0013		2		1	C	0.0013		2									
4	2019	LMEL	13	2543	23	hyse	HYSE	3	126437	Melanogrammus aeglefinus			20	13	1	1		0.455		10		1	E	0.455		10	10		2						
4	2019	LMEL	13	2544	1	brennmanet	BRENNMANET	1	135301	Cyanea capillata			90		1	1	1.0	40.0		9															
4	2019	LMEL	13	2544	2	glassmaneter	GLASSMANETER	2	135263	Aurelia			90		1	1	1.0	14.26		38															
4	2019	LMEL	13	2544	3	rognkjeks	ROGNKJEKS	1	127214	Cyclopterus lumpus			20		1	1	1.0	1.909		2		1	E	1.909		2	2								
4	2019	LMEL	13	2544	4	blå brennmanet	BLÅ BRENNMANET	3	135302	Cyanea lamarcki			90		1	1	1.0	0.01		1			A	0.01											
4	2019	LMEL	13	2544	5	sild'G03	SILD'G03	1	126417	Clupea harengus			20		1	1	1.0	0.42		3		1	E	0.42		3	3								
4	2019	LMEL	13	2544	6	lodde	LODDE	1	126735	Mallotus villosus			10	10	1	1	1.0	2.546		12730		1	E	0.006		30									
4	2019	LMEL	13	2544	7	hyse	HYSE	1	126437	Melanogrammus aeglefinus			10	10	1	1	1.0	0.039		7		1	E	0.039		7									
4	2019	LMEL	13	2544	8	havsil	HAVSIL	1	126751	Ammodytes marinus			10	10	1	1	1.0	0.001		2		1	E	0.001		2									
4	2019	LMEL	13	2544	9	tiskjegg	TISKJEGG	1	127191	Leptagonus decagonus			10	10	1	1	1.0	1.0E-4		1		1	E	1.0E-4		1									
4	2019	LMEL	13	2544	10	torsk	TORSK	1	126436	Gadus morhua			10	10	1	1	1.0	0.166		108		1	E	0.046		30									
4	2019	LMEL	13	2544	11	sild'G03	SILD'G03	2	126417	Clupea harengus			10	10	1	1	1.0	0.019		19		1	E	0.018		18									
4	2019	LMEL	13	2544	12	uerslekten	UERSLEKTEN	1	126175	Sebastes			10	10	1	1	1.0	0.001		21		1	E	0.001		21									
4	2019	LMEL	13	2544	13	tiarmete blekkspruter	TIARMETE BLEKKSPRUTER	1	11709	Coleoidea			92		1	1	1.0	0.006		3		1	B	0.006		3	3							1	
4	2019	LMEL	13	2544	14	fremmedlegeme	FREMMEDLEGEME	1					65		1	1	1.0	0.003		1															OSPAR nr 32
4	2019	LMEL	13	2544	15	Hyperoche	HYPEROCHE	1	101798	Hyperoche			91		1	1	1.0	0.001		2		1	E	0.001		2									
4	2019	LMEL	13	2544	16	Hyperia	HYPERIA	1	101796	Hyperia			91		1	1	1.0	3.5		22		1	E	3.5		22									
4	2019	LMEL	13	2544	17	Hyperiidae	HYPERIIDAE	1	101417	Hyperiidae			91		1	1	1.0	0.001		5		1	E	0.001		5									
4	2019	LMEL	13	2545	1	firetrådet tangbrosme	FIRETRÅDET TANGBROSME	1	126450	Enchelyopus cimbrius			20		1	1	1.0	0.024		1		1	E	0.024		1	1								
4	2019	LMEL	13	2545	2	gapeflyndre	GAPEFLYNDRE	1	127137	Hippoglossoides platessoides			20		1	1	1.0	2.057		11		1	E	2.057		11	11								
4	2019	LMEL	13	2545	3	øyepål	ØYEPÅL	1	126444	Trisopterus esmarkii			20		1	1	1.0	0.066		3		1	E	0.066		3	3								
4	2019	LMEL	13	2545	4	kolmule	KOLMULE	1	126439	Micromesistius poutassou			20		1	1	1.0	0.414		3		1	E	0.414		3	3								
4	2019	LMEL	13	2545	5	rundskate	RUNDSKATE	1	105894	Rajella fyllae			20		1	1	1.0	1.118		2		1	E	1.118		2	2								
4	2019	LMEL	13	2545	6	vassild	VASSILD	1	126715	Argentina silus			20		1	1	1.0	3.987		11		1	E	3.987		11	11								
4	2019	LMEL	13	2545	7	torsk	TORSK	1	126436	Gadus morhua			21		1	1	1.0	7.32		6		1	E	7.32		6	5		2						
4	2019	LMEL	13	2545	8	snabeluer	SNABELUER	1	127254	Sebastes mentella			21		1	1	1.0	6.48		19		1	E	6.48		19	7		2						
4	2019	LMEL	13	2545	9	lusuer	LUSUER	1	127255	Sebastes viviparus			10		1	1	1.0	1.9		3		1	E	1.9		3									
4	2019	LMEL	13	2545	10	hyse	HYSE	1	126437	Melanogrammus aeglefinus			21		1	1	1.0	0.3		4		1	E	0.3		4	2		2						
4	2019	LMEL	13	2545	11	gapeflyndre	GAPEFLYNDRE	2	127137	Hippoglossoides platessoides			20		1	1	1.0	0.002		3		1	E	0.002		3	0								
4	2019	LMEL	13	2545	12	torsk	TORSK	2	126436	Gadus morhua			10		1	1	1.0	0.03		13		1	E	0.03		13									
4	2019	LMEL	13	2545	13	skater	SKATER	1	10216	Rajiformes			50		1	1	1.0			7														1	
4	2019	LMEL	13	2545	14	dypvannsreke	DYPVANNSREKE	1	107649	Pandalus borealis			90		1	1	1.0	10.66		1170														1	
4	2019	LMEL	13	2546	1	brennmanet	BRENNMANET	1	135301	Cyanea capillata			90		1	1	1.0	19.7		6			A	19.7											
4	2019	LMEL	13	2546	2	rognkjeks	ROGNKJEKS	1	127214	Cyclopterus lumpus			20		1	1	1.0	1.56		1		1	E	1.56		1	1								
4	2019	LMEL	13	2546	3	tiarmete blekkspruter	TIARMETE BLEKKSPRUTER	1	11709	Coleoidea			90		1	1	1.0	0.043																	
4	2019	LMEL	13	2546	4	lodde	LODDE	1	126735	Mallotus villosus			10	10	1	1	1.0	1.858		13935		1	E	0.004		30									
4	2019	LMEL	13	2546	5	torsk	TORSK	1	126436	Gadus morhua			10	10	1	1	1.0	0.054		31		1	E	0.054		31									
4	2019	LMEL	13	2546	6	hyse	HYSE	1	126437	Melanogrammus aeglefinus			10	10	1	1	1.0	0.085		14		1	E	0.085		14									
4	2019	LMEL	13	2546	7	sild'G03	SILD'G03	1	126417	Clupea harengus			10	10	1	1	1.0	0.001		2		1	E	0.001		2									
4	2019	LMEL	13	2546	8	uerslekten	UERSLEKTEN	1	126175	Sebastes			10	10	1	1	131.44	0.571		2855		1	E	0.006		30									
4	2019	LMEL	13	2546	9	lysprikkfiskfamilien	LYSPRIKKFISKFAMILIEN	1	125498	Myctophidae			10		1	1	131.44	0.049		34		1	J	0.049		34									
4	2019	LMEL	13	2546	10	Meganyctiphanes	MEGANYCTIPHANES	1	110674	Meganyctiphanes			91		1	1	131.44	11.51		37048		1	E	0.032		103									
4	2019	LMEL	13	2546	11	Thysanoessa inermis	THYSANOESSA INERMIS	1	110708	Thysanoessa inermis			91		1	1	131.44	0.12		560		1	E	0.0015		7									
4	2019	LMEL	13	2547	1	kolmule	KOLMULE	1	126439	Micromesistius poutassou			23		1	1		6.7		48		1	E	6.7		48	5	0	2						
4	2019	LMEL	13	2547	2	øyepål	ØYEPÅL	1	126444	Trisopterus esmarkii			20		1	1		0.184		4		1	E	0.184		4	4								
